name,birthyear,language,lat,lng,gender,interests
Katie White,1941,German,46.18396,6.10237,f,castles;knitting;swim
Tracey Bailey,1930,German,46.18396,6.10237,f,swim
Jared Stewart,1939,German,46.18396,6.10237,m,children;swim
Patricia Elliott,1932,French,47.30997,8.52462,f,swim
Kristine White,1935,German,46.18396,6.10237,f,knitting
Carolyn Moore,1932,French,47.30997,8.52462,f,knitting
Katherine Hammond,1933,French,47.30997,8.52462,f,children;knitting
Evan Jackson,1937,German,47.30997,8.52462,m,knitting
Erik Ramirez,1932,French,47.30997,8.52462,m,castles;gardening
Bridget Luna,1933,French,47.30997,8.52462,f,cats;dogs;children;gardening;swim
Dr. Lori Harris,1946,German,47.30997,8.52462,f,swim
Katelyn Cunningham,1948,French,47.30997,8.52462,f,jazz
Timothy Wilson,1929,French,46.18396,6.10237,m,dogs
James Perkins,1944,French,47.30997,8.52462,m,dogs;children
Craig Smith,1943,French,47.30997,8.52462,m,dogs;swim
Courtney Hubbard,1950,German,46.18396,6.10237,f,castles
Cassandra Mcclure,1934,German,47.30997,8.52462,f,children;castles
Stephen Henderson,1947,German,46.18396,6.10237,m,dogs
Christopher Ruiz,1938,French,47.30997,8.52462,m,children
Christine Schroeder,1930,German,46.18396,6.10237,f,swim
John Mckinney,1944,French,47.30997,8.52462,m,children;swim
Victoria Anderson,1931,German,47.30997,8.52462,f,gardening
Ralph Santiago,1951,German,47.30997,8.52462,m,gardening
Michael Williams,1936,German,46.18396,6.10237,m,swim
Martha Smith,1937,French,47.30997,8.52462,f,castles
Ashley Klein,1941,French,47.30997,8.52462,f,children
Michael Fleming,1946,German,47.30997,8.52462,m,dogs
Lauren Smith MD,1936,French,46.18396,6.10237,f,swim
Donald Skinner,1942,German,46.18396,6.10237,m,gardening
Danielle Cox,1946,French,46.18396,6.10237,f,gardening
Mr. Douglas Wright,1937,French,47.30997,8.52462,m,gardening
Lindsey Ramirez,1945,French,46.18396,6.10237,f,castles
Bryan Johnston,1940,German,46.18396,6.10237,m,castles
David Lopez,1934,German,46.18396,6.10237,m,cats;swim
Emily Smith,1951,German,46.18396,6.10237,f,castles
Julie Taylor,1946,French,46.18396,6.10237,f,swim
Nicholas Thomas,1932,French,46.18396,6.10237,m,cats;children
Melinda Tate,1948,German,47.30997,8.52462,f,children
Bryce Morgan,1931,German,47.30997,8.52462,m,dogs;knitting
Gregory Beard,1930,French,46.18396,6.10237,m,castles;gardening
Austin Weiss,1946,French,47.30997,8.52462,m,knitting
Suzanne Levine,1947,German,47.30997,8.52462,f,jazz
Destiny Watts,1931,German,46.18396,6.10237,f,knitting
Jason Guzman,1946,German,47.30997,8.52462,m,cats;gardening
Taylor Booker,1935,German,46.18396,6.10237,m,swim
Laura Jackson,1931,German,47.30997,8.52462,f,jazz;knitting
Sean Robinson,1936,French,46.18396,6.10237,m,dogs;children
Whitney Boyd,1945,French,47.30997,8.52462,f,castles
Charles Baker,1947,German,47.30997,8.52462,m,castles;swim
Michael Watson PhD,1952,German,46.18396,6.10237,m,gardening
Paul Johnson,1951,French,46.18396,6.10237,m,knitting
Michelle King,1941,French,46.18396,6.10237,f,dogs;jazz;castles
Joshua Williams,1938,French,46.18396,6.10237,m,jazz
Frank Harrell,1933,French,47.30997,8.52462,m,gardening
Natasha Robinson,1939,German,47.30997,8.52462,f,children;castles
Christina Garrett,1932,French,46.18396,6.10237,f,knitting
Stephen Bishop,1944,French,46.18396,6.10237,m,jazz
Michael Smith,1932,French,46.18396,6.10237,m,knitting;swim
Aaron Boyd,1944,French,47.30997,8.52462,m,swim
Jasmine Lewis,1946,German,47.30997,8.52462,f,jazz;castles
Katherine Douglas,1949,German,47.30997,8.52462,f,knitting;swim
Michelle Mason,1928,French,46.18396,6.10237,f,jazz;castles;swim
Jose Sanchez,1938,French,46.18396,6.10237,m,knitting
Judy Young,1953,French,47.30997,8.52462,f,swim
Joanna Williams DVM,1934,French,46.18396,6.10237,f,children
Mr. Robert Martinez DDS,1942,German,46.18396,6.10237,m,swim
Brenda Miller,1947,French,46.18396,6.10237,f,gardening;swim
Stephen Hutchinson,1928,German,46.18396,6.10237,m,castles;swim
Chad Gilbert,1937,French,46.18396,6.10237,m,gardening
Dwayne Duncan,1931,German,47.30997,8.52462,m,gardening;swim
John Brown,1942,French,47.30997,8.52462,m,swim
Justin Hunter,1930,German,47.30997,8.52462,m,cats;children;gardening
Ashley Johnston,1943,French,46.18396,6.10237,f,cats;children;castles
Cynthia Ramos,1941,French,46.18396,6.10237,f,jazz
Gregory Ramirez,1936,French,47.30997,8.52462,m,jazz;swim
Edgar Long,1938,French,47.30997,8.52462,m,cats;dogs
Peter Wallace,1944,French,46.18396,6.10237,m,children;castles;knitting
Lisa Hess,1934,French,47.30997,8.52462,f,cats;dogs;castles
Julie Reyes,1941,French,47.30997,8.52462,f,castles;gardening;swim
Shawn Vargas,1936,French,46.18396,6.10237,m,swim
Jason King,1948,German,47.30997,8.52462,m,cats;gardening
Christopher Ruiz,1944,German,46.18396,6.10237,m,jazz;swim
Nicholas Love,1946,French,47.30997,8.52462,m,children;jazz
Mrs. Elizabeth Harmon,1936,German,46.18396,6.10237,f,gardening
Ethan Johnson,1947,German,46.18396,6.10237,m,gardening;knitting;swim
Karen Shaw,1929,French,47.30997,8.52462,f,dogs;jazz;swim
Denise Turner,1941,French,47.30997,8.52462,f,gardening
Dustin Caldwell,1945,French,47.30997,8.52462,m,castles;gardening
Christopher Chandler,1932,German,46.18396,6.10237,m,swim
Leslie Duffy,1930,German,47.30997,8.52462,f,jazz
Christopher Hess,1938,German,47.30997,8.52462,m,dogs;castles;knitting
Andrew Roberts,1937,French,47.30997,8.52462,m,gardening;swim
Donald Thomas,1946,French,47.30997,8.52462,m,knitting
Kelly Clark,1928,German,46.18396,6.10237,f,cats;jazz;swim
Tiffany Marshall,1946,French,47.30997,8.52462,f,dogs;swim
Leah Mitchell,1940,German,47.30997,8.52462,f,castles
Frank Richardson,1928,German,46.18396,6.10237,m,dogs;swim
Tony Beltran,1942,German,46.18396,6.10237,m,castles
Eric Williams,1949,French,47.30997,8.52462,m,knitting
Phillip Weiss,1951,German,46.18396,6.10237,m,children;gardening
Shane Mcguire,1949,German,47.30997,8.52462,m,castles;swim
Jacqueline Bailey,1935,French,46.18396,6.10237,f,cats;jazz;knitting
David Bird,1935,French,46.18396,6.10237,m,gardening;knitting
James Pena,1944,French,46.18396,6.10237,m,dogs;jazz
Monica Kramer,1929,French,46.18396,6.10237,f,gardening;knitting
Lisa Brady,1947,German,46.18396,6.10237,f,cats;gardening
Melissa Ramirez,1944,German,46.18396,6.10237,f,knitting
Diane Peters,1934,German,46.18396,6.10237,f,swim
Donald Pittman,1945,French,47.30997,8.52462,m,jazz
Tyler Stewart,1936,French,46.18396,6.10237,m,gardening;swim
Mary Rodriguez,1942,German,47.30997,8.52462,f,gardening
Jason Roberts,1928,French,47.30997,8.52462,m,castles
Christina Patel,1950,German,46.18396,6.10237,f,castles
Scott Williams,1929,French,46.18396,6.10237,m,dogs
Justin Lee,1928,German,47.30997,8.52462,m,swim
Sara Vang,1952,French,47.30997,8.52462,f,swim
Carl Jones,1939,German,47.30997,8.52462,m,gardening
Renee Wells,1952,German,47.30997,8.52462,f,jazz
Jeffrey Fuller,1929,German,46.18396,6.10237,m,jazz
Jade Hall,1952,French,47.30997,8.52462,f,knitting
Seth Cooper,1935,French,47.30997,8.52462,m,castles;knitting
Rita Lambert,1938,German,46.18396,6.10237,f,swim
Patricia Davis,1936,German,46.18396,6.10237,f,children
Jordan Nichols,1937,French,47.30997,8.52462,m,knitting
Jorge Mitchell,1938,French,46.18396,6.10237,m,dogs;jazz;swim
Courtney Wolfe,1932,French,46.18396,6.10237,f,jazz
Joshua Obrien,1943,German,47.30997,8.52462,m,castles
David Flores,1939,German,47.30997,8.52462,m,dogs;castles
Alexis Tucker,1936,German,46.18396,6.10237,f,dogs;gardening
Todd Evans,1953,French,47.30997,8.52462,m,gardening
Joshua Raymond,1941,German,46.18396,6.10237,m,knitting
Nathaniel Hamilton,1940,French,46.18396,6.10237,m,castles
Jacqueline Richardson,1934,French,47.30997,8.52462,f,jazz
Daniel Gillespie,1938,French,47.30997,8.52462,m,swim
Michael Ross,1937,German,47.30997,8.52462,m,knitting
Donna Jones,1943,German,47.30997,8.52462,f,cats
Lynn Sampson,1938,French,46.18396,6.10237,f,swim
Virginia Hall,1936,French,47.30997,8.52462,f,dogs
Christopher Parker,1936,German,47.30997,8.52462,m,castles;knitting
Cory James,1943,German,46.18396,6.10237,m,cats;castles;knitting
John Yu,1930,French,46.18396,6.10237,m,gardening;knitting;swim
Michelle Smith,1951,French,46.18396,6.10237,f,swim
Alexa Jordan,1931,French,46.18396,6.10237,f,castles
Melissa Hernandez,1935,French,47.30997,8.52462,f,swim
Jennifer Elliott,1945,German,46.18396,6.10237,f,knitting
Ronald Lewis,1932,French,47.30997,8.52462,m,jazz;swim
Stephanie Hutchinson,1944,German,46.18396,6.10237,f,jazz
Cindy Harris,1940,German,46.18396,6.10237,f,castles;swim
Sara Wagner,1932,German,46.18396,6.10237,f,cats;swim
Brianna Allen,1930,German,46.18396,6.10237,f,children;jazz;knitting;swim
Kristina Reese,1943,French,46.18396,6.10237,f,gardening
Alexa Johnson,1950,French,46.18396,6.10237,f,knitting
Nancy Anderson,1931,German,47.30997,8.52462,f,cats;children;gardening
Tammy Fritz,1935,German,46.18396,6.10237,f,dogs;children;gardening
Jennifer King,1928,French,46.18396,6.10237,f,cats;castles;knitting
Shawn Garrison DDS,1934,German,47.30997,8.52462,m,swim
Patricia Kent,1929,German,46.18396,6.10237,f,children
Russell Strong,1940,French,46.18396,6.10237,m,jazz
Bridget Harris,1941,French,46.18396,6.10237,f,gardening;knitting
Thomas Mcdaniel,1941,German,46.18396,6.10237,m,swim
Nathaniel Johnson,1938,German,47.30997,8.52462,m,swim
Craig Jennings,1933,French,46.18396,6.10237,m,children;knitting;swim
Audrey Evans,1942,French,47.30997,8.52462,f,children;castles
Victoria Price,1929,German,46.18396,6.10237,f,dogs;knitting
Lisa Bailey,1949,German,47.30997,8.52462,f,gardening
Brenda Rodriguez,1938,German,47.30997,8.52462,f,cats;dogs;knitting
James Houston,1950,German,46.18396,6.10237,m,cats
Matthew Jimenez,1944,French,46.18396,6.10237,m,swim
Chelsea Chen,1937,German,46.18396,6.10237,f,castles;knitting
Paul Clark,1948,German,46.18396,6.10237,m,swim
Mark Garrett,1948,French,46.18396,6.10237,m,jazz
Ashley Nelson,1933,French,46.18396,6.10237,f,jazz;castles
Emily Robinson,1950,French,47.30997,8.52462,f,gardening
Christopher Thompson,1941,French,46.18396,6.10237,m,jazz
Kenneth Powell,1930,German,46.18396,6.10237,m,jazz
Chelsea Rivera,1947,German,47.30997,8.52462,f,swim
Shawn Spencer,1939,French,46.18396,6.10237,m,swim
Elizabeth Grant,1949,German,47.30997,8.52462,f,dogs;castles;gardening;swim
Scott Bryant,1935,German,47.30997,8.52462,m,jazz;gardening;swim
Jennifer Bernard,1932,German,47.30997,8.52462,f,gardening
Michelle Murray,1938,German,46.18396,6.10237,f,cats;swim
Carrie Goodwin,1945,French,46.18396,6.10237,f,castles;swim
Bonnie Lewis,1929,French,46.18396,6.10237,f,jazz;castles
Jesse Howard,1950,German,46.18396,6.10237,m,cats;dogs;jazz;knitting
Jesse Hammond,1938,French,47.30997,8.52462,m,dogs;children
Derek Bradshaw,1951,German,46.18396,6.10237,m,swim
Phillip Meza,1933,French,47.30997,8.52462,m,dogs;knitting;swim
Victor Taylor,1934,German,46.18396,6.10237,m,cats;children;jazz;gardening
April Hernandez,1929,German,46.18396,6.10237,f,children
Derrick Anderson,1934,French,46.18396,6.10237,m,cats;children;knitting
Mary Gordon,1945,German,47.30997,8.52462,f,knitting
Dylan Roberts,1950,German,46.18396,6.10237,m,jazz;knitting
Barbara Hays,1931,German,46.18396,6.10237,f,children
Mark Barron,1942,French,46.18396,6.10237,m,gardening
Whitney Nguyen MD,1938,German,47.30997,8.52462,f,children;jazz
George Flores,1942,German,46.18396,6.10237,m,children;gardening
Kyle Ortega,1933,French,46.18396,6.10237,m,dogs;gardening
Jeffrey Turner,1941,German,46.18396,6.10237,m,knitting
Sierra Crawford,1929,German,46.18396,6.10237,f,knitting
Theresa Watkins,1942,German,47.30997,8.52462,f,swim
Dr. Courtney Jones,1930,French,47.30997,8.52462,f,children;jazz
Douglas Bennett,1937,French,47.30997,8.52462,m,children;swim
Gerald Anderson,1952,German,47.30997,8.52462,m,castles
Melinda Oliver,1938,French,47.30997,8.52462,f,dogs
Katelyn Hamilton,1943,German,47.30997,8.52462,f,cats;children;swim
Scott Figueroa,1949,French,46.18396,6.10237,m,knitting
Justin Gonzales,1944,German,47.30997,8.52462,m,knitting
Sarah Owen,1935,French,47.30997,8.52462,f,children
Victoria Nguyen,1951,French,47.30997,8.52462,f,swim
Margaret Espinoza,1943,German,46.18396,6.10237,f,swim
Brandon Perkins,1940,French,46.18396,6.10237,m,swim
Caleb Burton,1929,German,47.30997,8.52462,m,cats;gardening;knitting
Helen Castro,1934,German,47.30997,8.52462,f,children;gardening
Ralph Lewis,1940,German,47.30997,8.52462,m,children;jazz;gardening
Jason Diaz,1948,German,47.30997,8.52462,m,knitting
Kimberly Cohen,1942,French,47.30997,8.52462,f,dogs;castles;gardening
Kaitlyn Copeland,1939,German,47.30997,8.52462,f,knitting
Ashley Smith,1936,German,47.30997,8.52462,f,gardening
Casey Giles,1933,French,46.18396,6.10237,m,swim
Brandon Perez,1948,French,46.18396,6.10237,m,dogs;children;castles;swim
Alexandra Davenport,1934,German,46.18396,6.10237,f,jazz;gardening;knitting;swim
Alexis Johnston,1939,German,46.18396,6.10237,m,jazz;gardening
Harold Harris DVM,1932,French,47.30997,8.52462,m,swim
Michael Hurst,1944,German,46.18396,6.10237,m,children
Lee Simon,1949,German,47.30997,8.52462,m,children;jazz
Dr. Julia Perry,1951,German,46.18396,6.10237,f,knitting
Hunter Wagner,1931,German,47.30997,8.52462,m,gardening
Adam Barron,1947,German,46.18396,6.10237,m,jazz;castles;swim
Nicole Norman,1946,French,47.30997,8.52462,f,dogs
Michael Rosales,1928,French,47.30997,8.52462,m,castles
Jason Edwards,1932,French,46.18396,6.10237,m,jazz
Thomas Rojas,1943,French,46.18396,6.10237,m,castles
Troy Rogers,1935,French,47.30997,8.52462,m,cats;knitting;swim
Tanya Green,1941,German,47.30997,8.52462,f,jazz
Kenneth Edwards,1944,German,46.18396,6.10237,m,castles;swim
Randall Matthews,1940,French,47.30997,8.52462,m,jazz
Crystal Richardson,1949,German,47.30997,8.52462,f,gardening
Christopher Brown,1936,French,47.30997,8.52462,m,gardening
Anthony Coffey,1932,German,47.30997,8.52462,m,cats;children;jazz
Ronald Patterson,1939,German,47.30997,8.52462,m,gardening
John Bradshaw,1944,German,47.30997,8.52462,m,cats;dogs;gardening
Jessica Mitchell,1932,German,46.18396,6.10237,f,children;jazz;gardening
Stephen Vasquez,1939,German,46.18396,6.10237,m,dogs
Pamela Flores,1934,German,46.18396,6.10237,f,cats;gardening
Sarah Stanley,1952,German,47.30997,8.52462,f,cats;jazz;knitting
Phillip Walker,1944,German,46.18396,6.10237,m,swim
Christopher Moreno,1930,French,46.18396,6.10237,m,swim
Dennis Velasquez,1932,German,47.30997,8.52462,m,children
Steven Powers,1941,German,46.18396,6.10237,m,swim
Eileen Cunningham,1929,German,47.30997,8.52462,f,knitting;swim
Carmen Clayton,1944,French,46.18396,6.10237,f,cats;gardening;swim
John Thompson,1932,German,47.30997,8.52462,m,gardening
Jennifer Mcdonald DVM,1940,French,47.30997,8.52462,f,children;jazz
Daniel Griffith,1937,French,46.18396,6.10237,m,knitting
Sean Velazquez,1942,French,47.30997,8.52462,m,gardening
Keith Coleman,1949,French,47.30997,8.52462,m,children;knitting
Andrew Ewing,1941,German,46.18396,6.10237,m,castles;swim
Brandi Flynn,1930,German,47.30997,8.52462,f,cats;dogs;children
Dylan Brown MD,1943,German,47.30997,8.52462,m,castles
Richard Wilson,1934,French,46.18396,6.10237,m,jazz;castles
Brittney Jones,1947,German,47.30997,8.52462,f,jazz;castles
Jessica Wells,1952,French,46.18396,6.10237,f,jazz;knitting
Cathy Espinoza,1946,French,46.18396,6.10237,f,jazz
Linda Shepard,1952,German,47.30997,8.52462,f,dogs;castles
Benjamin Castro,1937,German,46.18396,6.10237,m,castles
Sabrina Anderson,1946,French,46.18396,6.10237,f,jazz;castles
Shari Diaz,1934,German,47.30997,8.52462,f,dogs;jazz;gardening
Sara Ball,1935,German,46.18396,6.10237,f,dogs;knitting
Matthew Dudley,1931,German,46.18396,6.10237,m,jazz;gardening;swim
Charles Moore,1949,German,47.30997,8.52462,m,swim
Crystal Barber,1952,German,46.18396,6.10237,f,swim
Richard Fuller,1942,French,46.18396,6.10237,m,children
David Dixon,1952,French,47.30997,8.52462,m,cats
Ian Carson,1952,French,47.30997,8.52462,m,swim
Ronald Burns,1941,French,47.30997,8.52462,m,gardening;knitting
Dr. David Washington,1950,French,47.30997,8.52462,m,swim
Brittany Johnson,1950,German,47.30997,8.52462,f,castles;gardening
Stephanie Gutierrez,1946,German,46.18396,6.10237,f,knitting;swim
Mark Davis,1950,French,47.30997,8.52462,m,gardening
Melinda Miller,1944,French,47.30997,8.52462,f,castles
Tammy Crawford,1928,French,47.30997,8.52462,f,dogs;children;castles;knitting;swim
Amber Warren,1944,German,47.30997,8.52462,f,gardening;swim
Rachel Monroe,1936,German,47.30997,8.52462,f,jazz
Carrie Hernandez,1938,German,46.18396,6.10237,f,children;jazz;knitting;swim
Brian Woods,1930,French,46.18396,6.10237,m,children
Derek Turner,1943,French,46.18396,6.10237,m,jazz
Jason Fritz,1935,French,47.30997,8.52462,m,jazz;gardening
Christopher Esparza,1931,German,47.30997,8.52462,m,castles;gardening
Amy Rios,1948,German,46.18396,6.10237,f,swim
Kristine Oneill,1947,French,46.18396,6.10237,f,children
Melissa Hughes,1929,French,47.30997,8.52462,f,dogs;castles;knitting
Melody Guerrero,1939,German,46.18396,6.10237,f,gardening
Caleb Williams MD,1930,German,47.30997,8.52462,m,swim
Travis Williams,1948,French,47.30997,8.52462,m,cats;children;castles
Raymond Landry,1949,German,47.30997,8.52462,m,knitting
Carolyn Norris,1949,German,47.30997,8.52462,f,knitting
Jason Meyer,1938,French,47.30997,8.52462,m,cats;swim
Isaiah Gray,1939,German,47.30997,8.52462,m,swim
Crystal Brown,1929,German,46.18396,6.10237,f,dogs
Kelly Foster,1937,French,46.18396,6.10237,f,jazz
Michael Hernandez,1946,French,47.30997,8.52462,m,children
Melissa Miller,1940,German,46.18396,6.10237,f,children;castles
Amy Reed,1949,German,47.30997,8.52462,f,cats;castles;knitting
Sara Perez,1930,French,46.18396,6.10237,f,jazz;gardening
Andrew Phillips,1951,French,46.18396,6.10237,m,children;gardening
Adrian Martinez,1948,German,47.30997,8.52462,m,cats;swim
Collin Robertson,1946,French,46.18396,6.10237,m,swim
Cynthia Campbell,1943,German,47.30997,8.52462,f,castles
Carly Edwards,1930,German,46.18396,6.10237,f,children;castles
Angela Weber,1929,German,47.30997,8.52462,f,swim
Kendra Jones,1949,German,46.18396,6.10237,f,swim
James Norris,1940,German,46.18396,6.10237,m,dogs;children
Kristi Alexander,1940,German,47.30997,8.52462,f,swim
Ashley Edwards,1933,German,46.18396,6.10237,f,swim
Olivia Rubio,1937,German,46.18396,6.10237,f,children
Nicholas Moore,1930,German,46.18396,6.10237,m,gardening
James Jones,1942,German,46.18396,6.10237,m,dogs;jazz
William Thompson,1932,French,47.30997,8.52462,m,castles
Daisy Carr,1940,French,47.30997,8.52462,f,children
Kayla Ramos MD,1946,French,46.18396,6.10237,f,swim
Mark Collins,1952,French,47.30997,8.52462,m,castles;knitting
Gregory Sullivan,1944,German,47.30997,8.52462,m,castles;knitting
Melissa Key,1949,French,47.30997,8.52462,f,dogs;children
Patricia Allen,1952,German,47.30997,8.52462,f,cats;gardening
Ronald Robinson,1934,German,46.18396,6.10237,m,cats;jazz;knitting;swim
Terri Garcia,1938,French,47.30997,8.52462,f,castles
Jordan Simpson,1945,German,47.30997,8.52462,m,knitting
Christopher Fuller,1941,German,46.18396,6.10237,m,castles;gardening
Crystal Chung,1943,French,46.18396,6.10237,f,swim
Scott Davis,1934,French,47.30997,8.52462,m,dogs;castles
Michelle Jackson,1929,German,46.18396,6.10237,f,cats;knitting
Thomas Phillips,1950,German,47.30997,8.52462,m,swim
Brittany Rasmussen,1944,French,46.18396,6.10237,f,gardening;knitting
Jeffery Roman,1943,French,47.30997,8.52462,m,jazz
Angela Perez,1938,French,46.18396,6.10237,f,knitting
Tiffany Olsen,1950,French,47.30997,8.52462,f,dogs;swim
Melissa Fitzgerald,1928,French,47.30997,8.52462,f,jazz
Cassandra Hebert,1941,French,47.30997,8.52462,f,castles
